StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0,Q1,Q3,Q2,Q28,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q4,Q5,Q1,Q2_NPS_GROUP,Q2,Q8_NPS_GROUP,Q8,Q29_NPS_GROUP,Q29,Q9_NPS_GROUP,Q9,Q31_NPS_GROUP,Q31,Q32_NPS_GROUP,Q32,Q10_NPS_GROUP,Q10,Q33_NPS_GROUP,Q33,Q34_NPS_GROUP,Q34,Q36_NPS_GROUP,Q36,Q37_NPS_GROUP,Q37,Q38_NPS_GROUP,Q38,Q39_NPS_GROUP,Q39,Q40_NPS_GROUP,Q40,Q41_NPS_GROUP,Q41,Q43_NPS_GROUP,Q43,Q44_NPS_GROUP,Q44,Q45_NPS_GROUP,Q45,Q14_1,Q14_2,Q14_3,Q_DataPolicyViolations
2023-04-09 04:08:15,2023-04-09 04:10:10,4,,100,115,1,2023-04-16 07:56:48,R_4OzWm58KResAbZQ,,,,,-33.8715,151.2006,preview,EN,3,2,4,3,2,3,2,1,3,2,4,4,4,"1,2",3,9,3,9,,,2,8,2,7,,,3,9,2,7,,,2,7,3,9,,,3,9,1,6,,,,,3,9,1,5,4,4,2,
2023-04-09 05:46:14,2023-04-09 05:47:02,4,120.18.157.86,100,48,1,2023-04-16 07:56:48,R_54pb0oXlgjKffPE,,,,,-33.8715,151.2006,anonymous,EN,,2,2,2,3,2,3,3,2,1,4,"1,2,3",2,2,1,6,,,,,,,1,5,,,,,1,4,,,,,1,6,,,,,1,4,,,,,,,1,5,4,4,3,
2023-04-09 06:06:01,2023-04-09 06:07:26,4,120.18.157.86,100,84,1,2023-04-16 07:56:48,R_5mPTiE4gCKI8qHQ,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,3,3,2,1,4,"1,2",2,"1,2",2,8,1,5,,,1,5,1,6,,,1,6,1,6,,,2,7,1,6,,,1,5,2,7,,,,,1,5,1,5,,,,
2023-04-02 08:02:06,2023-04-02 08:04:14,4,139.5.108.180,3,128,0,2023-04-16 07:56:48,R_9ELy2qeleGDq9rU,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 20:55:43,2023-04-12 21:06:20,4,150.203.68.11,100,636,1,2023-04-16 07:56:48,R_9ZjgOxKhhjhqBxk,,,,,-35.2828,149.1283,anonymous,EN,3,2,3,4,3,2,3,4,1,2,3,1,2,"1,3",,,2,8,2,8,2,8,,,3,9,3,10,,,3,10,3,9,,,1,5,2,7,,,2,7,3,9,2,7,,,,,,
2023-04-09 05:59:15,2023-04-09 06:01:39,4,120.18.157.86,100,143,1,2023-04-16 07:56:48,R_9tKV9YtAS94Pqo6,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,1,2,1,3,4,"1,2",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,6,,,,,,
2023-04-09 06:01:49,2023-04-09 06:02:22,4,120.18.157.86,100,32,1,2023-04-16 07:56:48,R_9uY37QGZFZ6fsfI,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,2,3,1,4,2,2,2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,4,,,,,1,3,,,,,,,1,5,,,,,,
2023-04-09 06:02:02,2023-04-09 06:03:10,4,120.18.105.202,100,67,1,2023-04-16 07:56:48,R_9vlPYLTpyv3uZAW,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,3,1,2,4,3,"1,2,3,4",2,"1,2,3",1,6,3,9,3,9,3,9,3,9,3,9,2,8,3,9,3,10,1,6,3,9,3,9,1,6,2,8,3,9,1,6,2,7,3,9,3,4,5,
2023-04-09 06:06:00,2023-04-09 06:07:17,4,120.18.24.197,100,77,1,2023-04-16 07:56:48,R_b46TrCj318Q479s,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,1,3,2,1,3,4,"1,2",3,"1,2",1,5,1,6,,,1,6,2,7,,,1,6,2,8,,,1,6,2,7,,,1,6,1,6,,,,,1,6,1,6,,,,
2023-04-09 08:15:45,2023-04-10 03:05:01,4,120.17.159.215,100,67755,1,2023-04-16 07:56:48,R_bOfbrMou5vYqT8G,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,4,1,3,2,4,2,3,2,3,9,,,,,,,3,9,,,,,3,9,,,,,3,9,,,,,3,9,,,,,,,3,9,,,,
2023-04-09 05:45:33,2023-04-09 05:46:08,4,120.18.157.86,100,34,1,2023-04-16 07:56:48,R_bghsEXqKbPtaehg,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,2,1,2,3,2,1,4,2,1,1,,,1,3,,,1,4,,,,,1,4,,,,,1,4,,,,,1,3,,,,,,,1,5,,,,,,
2023-04-06 04:24:48,2023-04-06 04:38:22,4,,100,813,1,2023-04-16 07:56:48,R_bqGevVUxVP6uNjo,,,,,-33.8715,151.2006,preview,EN,3,2,1,4,,3,3,1,3,4,2,,1,"1,2,3",3,9,2,7,3,9,,,3,9,3,9,,,,,,,1,3,3,10,1,2,,,,,,,,,,,,,,,,
2023-04-09 05:58:38,2023-04-09 05:59:26,4,120.18.105.202,100,47,1,2023-04-16 07:56:48,R_bqPbHphaD1Yh7ym,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,1,3,1,1,3,2,4,11,1,3,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-09 06:03:27,2023-04-09 06:04:49,4,120.17.44.149,100,82,1,2023-04-16 07:56:48,R_cCiKSjDjaQenGNo,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,4,2,1,3,4,"1,2,3",3,"1,2",1,3,1,5,,,1,3,1,5,,,1,3,2,7,,,2,8,2,8,,,3,10,2,8,,,,,3,10,3,10,5,5,5,
2023-04-10 03:05:04,2023-04-10 03:06:16,4,120.17.159.215,100,72,1,2023-04-16 07:56:48,R_dp1l4QKYaebBCCO,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,4,2,3,2,3,1,,,1,2,,,1,5,,,,,1,6,,,,,2,8,,,,,2,7,,,,,,,1,6,,,,,,
2023-04-09 06:04:36,2023-04-09 06:05:56,4,120.18.24.197,100,79,1,2023-04-16 07:56:48,R_eEB71WZ1l6V64Au,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,3,1,4,3,2,"2,3",3,2,1,4,,,,,,,1,6,,,,,2,7,,,,,1,5,,,,,1,6,,,,,,,1,5,4,5,4,
2023-04-09 05:48:37,2023-04-09 05:49:34,4,120.18.157.86,100,57,1,2023-04-16 07:56:48,R_eM1b0mSQbqLqcuO,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,4,2,4,2,4,1,3,"1,2",1,"1,2",2,7,1,5,,,2,7,1,4,,,1,6,1,5,,,1,6,1,4,,,1,4,2,7,,,,,1,4,2,7,,,,
2023-04-09 05:40:22,2023-04-09 05:41:20,4,120.18.105.202,100,58,1,2023-04-16 07:56:48,R_ePzQAeSvC9UglW6,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,2,4,1,3,2,4,"3,4",4,2,3,9,,,,,,,3,9,,,,,3,9,,,,,2,7,,,,,2,7,,,,,,,2,8,2,5,3,
2023-04-02 08:17:36,2023-04-02 08:17:44,4,49.186.212.90,3,8,0,2023-04-16 07:56:48,R_eXunaQ1pu4z2Vw2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:59:33,2023-04-09 06:00:30,4,120.18.105.202,100,56,1,2023-04-16 07:56:48,R_eaeKbF9YALsjqYe,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,1,1,1,1,3,1,2,4,3,2,"2,3",2,8,,,2,8,,,1,6,2,7,,,2,7,1,6,,,3,9,3,10,,,1,6,1,5,1,5,,,1,5,1,3,3,
2023-04-09 09:27:17,2023-04-09 09:29:05,4,71.172.48.179,100,108,1,2023-04-16 07:56:48,R_0Cn2bByScGjT5RA,,,,,40.7182,-74.0476,anonymous,EN,3,1,3,4,4,1,3,3,1,2,4,11,1,2,2,7,,,,,,,2,8,,,,,3,9,,,,,3,9,,,,,3,9,,,,,,,3,9,,,,
2023-04-09 05:49:44,2023-04-09 05:51:03,4,120.18.105.202,100,79,1,2023-04-16 07:56:48,R_0SOTejjzax1khb8,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,2,6,2,1,3,4,2,2,2,2,7,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-09 05:41:24,2023-04-09 05:42:47,4,120.18.105.202,100,82,1,2023-04-16 07:56:48,R_0xIcJrg25crXQ3A,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,5,1,2,3,4,3,1,"1,2,3",3,10,1,4,2,8,1,3,3,9,1,5,1,4,2,8,2,7,1,5,2,7,1,6,1,4,1,5,2,8,2,8,2,8,2,7,2,4,4,
2023-04-10 06:01:47,2023-04-10 06:02:36,4,124.170.179.144,100,49,1,2023-04-16 07:56:48,R_1NUTxlXpQrCH8cm,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,1,1,3,2,1,3,4,"2,3",3,2,1,4,,,,,,,1,6,,,,,1,4,,,,,2,7,,,,,1,6,,,,,,,1,5,3,4,4,
2023-04-02 08:03:58,2023-04-02 20:25:28,4,43.252.112.166,29,44490,0,2023-04-16 07:56:48,R_1XQu7nzENdQLzKK,,,,,,,anonymous,EN,2,2,1,4,3,3,2,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 08:14:47,2023-04-09 08:15:39,4,120.18.105.202,100,52,1,2023-04-16 07:56:48,R_3CX2tcZMDedjHL0,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,3,1,2,4,3,"2,4",4,1,,,2,7,,,2,8,,,,,2,7,,,,,2,8,,,,,2,7,,,,,,,2,7,,,4,5,3,
2023-04-12 21:17:08,2023-04-12 21:18:34,4,103.120.10.196,100,86,1,2023-04-16 07:56:48,R_3Cteclrcf9k9Kce,,,,,-33.8715,151.2006,anonymous,EN,3,2,4,3,3,2,2,1,3,2,4,11,2,"1,2,3",2,7,1,4,2,8,1,5,2,7,2,8,1,6,1,6,2,7,1,4,1,6,2,7,1,5,1,6,1,6,1,6,1,4,2,7,,,,
2023-04-09 05:47:03,2023-04-09 05:52:15,4,120.147.142.65,100,312,1,2023-04-16 07:56:48,R_3Dh8N9tYejbuK2O,,,,,-37.8159,144.9669,anonymous,EN,3,2,3,3,3,2,2,3,1,2,4,1,1,2,2,8,,,,,,,2,8,,,,,3,10,,,,,2,8,,,,,3,9,,,,,,,3,10,,,,
2023-04-09 09:46:38,2023-04-09 09:48:05,4,220.233.199.187,100,86,1,2023-04-16 07:56:48,R_3gxQtwkEhM0XsTs,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,2,1,2,4,3,1,1,1,,,3,10,,,3,10,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,3,10,,,,,,
2023-04-09 05:59:19,2023-04-09 06:00:48,4,120.17.44.149,100,89,1,2023-04-16 07:56:48,R_3r4MtLn2Vk56sRw,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,3,3,5,1,3,2,4,1,4,1,,,2,8,,,2,7,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,6,,,,,,
2023-04-10 03:59:07,2023-04-10 04:00:31,4,124.170.179.144,100,83,1,2023-04-16 07:56:48,R_40dTxlAX3jkpgjk,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,4,2,4,4,2,1,3,1,1,2,1,6,,,,,,,1,5,,,,,1,5,,,,,2,7,,,,,2,7,,,,,,,2,7,,,,
2023-04-09 05:47:39,2023-04-09 05:48:24,4,120.18.105.202,100,44,1,2023-04-16 07:56:48,R_74fI6KOZ3TEC3TU,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,2,1,2,3,1,2,4,1,1,2,1,4,,,,,,,1,4,,,,,1,3,,,,,1,3,,,,,1,4,,,,,,,2,8,,,,
2023-04-09 05:52:28,2023-04-09 05:53:16,4,120.18.105.202,100,47,1,2023-04-16 07:56:48,R_78K5VNogrbJb8hM,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,4,1,3,2,4,"3,4",2,2,2,7,,,,,,,2,8,,,,,2,8,,,,,3,9,,,,,3,10,,,,,,,3,9,2,5,2,
2023-04-12 20:56:44,2023-04-12 20:58:28,4,43.252.112.166,100,103,1,2023-04-16 07:56:48,R_78PjbQodsnQqmIS,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,1,2,2,4,2,3,1,4,2,3,1,,,3,10,,,2,7,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,2,8,,,,,,
2023-04-02 08:29:09,2023-04-02 08:30:56,4,103.120.10.196,100,107,1,2023-04-16 07:56:48,R_7R36S2twYMQNQvY,,,,,-33.8715,151.2006,anonymous,EN,2,2,1,2,3,2,3,1,2,3,,1,1,"1,2,3",2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 08:20:38,2023-04-02 08:27:41,4,103.120.10.196,100,422,1,2023-04-16 07:56:48,R_8cTlcGVM7lNSClo,,,,,-33.8715,151.2006,anonymous,EN,2,2,2,2,3,2,3,3,,4,1,1,1,"1,2,3",2,7,,,1,5,2,8,2,8,2,7,2,7,2,8,2,8,2,7,2,7,2,7,2,7,1,6,2,8,2,7,1,6,2,7,,,,
2023-04-09 06:07:38,2023-04-09 06:10:06,4,43.252.112.100,100,148,1,2023-04-16 07:56:48,R_a66JAQIioNZ9ACq,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,2,2,4,3,1,2,3,1,1,,,2,8,,,2,8,,,,,2,7,,,,,2,7,,,,,1,6,,,,,,,2,7,,,5,4,2,
2023-04-09 10:24:16,2023-04-09 18:13:14,4,43.252.113.66,100,28137,1,2023-04-16 07:56:48,R_bphX5k5ZEADPCse,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,2,3,4,2,3,1,"1,11",1,"1,2",2,7,1,5,,,1,5,2,8,,,2,7,2,7,,,2,7,2,7,,,1,6,2,7,,,,,1,6,2,8,,,,
2023-04-09 05:51:22,2023-04-09 05:52:18,4,120.18.105.202,100,55,1,2023-04-16 07:56:48,R_cNsEwFhEDxQ8aTI,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,2,4,1,3,2,4,3,3,3,,,,,1,5,,,,,1,6,,,,,2,7,,,,,2,7,,,,,2,8,1,6,,,,,4,4,4,
2023-04-09 05:56:23,2023-04-09 05:57:08,4,120.18.105.202,100,44,1,2023-04-16 07:56:48,R_cU6eo17NaioLidg,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,1,2,1,3,2,4,"1,3",5,2,1,6,,,,,,,1,6,,,,,2,7,,,,,2,7,,,,,3,9,,,,,,,2,7,3,5,3,
2023-04-10 04:35:50,2023-04-10 04:37:10,4,124.170.179.144,100,79,1,2023-04-16 07:56:48,R_d4jNIgSWfhoAqEK,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,3,1,4,2,3,1,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 05:57:19,2023-04-09 05:58:07,4,120.18.105.202,100,48,1,2023-04-16 07:56:48,R_eVzYQTH0hpAqpGC,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,3,2,4,3,2,3,,,,,1,5,,,,,1,4,,,,,1,5,,,,,2,8,,,,,2,8,2,7,,,,,3,4,5,
2023-04-09 06:04:26,2023-04-09 06:05:20,4,120.18.105.202,100,54,1,2023-04-16 07:56:48,R_86tiJ2CnyBWyG6W,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,3,1,1,2,4,3,"3,4",3,"1,3",,,1,5,1,6,1,6,,,1,6,2,7,,,2,8,1,6,,,2,8,2,7,,,2,8,2,7,2,8,,,3,4,4,
2023-04-09 06:03:35,2023-04-09 06:04:40,4,120.18.157.86,100,65,1,2023-04-16 07:56:48,R_bKG3DMn1ncfHEdE,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,3,3,2,1,4,"1,2",1,1,,,1,4,,,1,6,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,,,
2023-04-09 05:42:55,2023-04-09 05:44:22,4,120.18.105.202,100,86,1,2023-04-16 07:56:48,R_6gkTPMIa01maxo2,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,1,3,1,2,3,4,4,5,"1,2,3",3,9,1,3,3,9,1,3,2,8,2,8,1,3,2,8,2,7,1,3,1,6,2,7,1,6,1,6,2,8,1,6,1,6,1,6,3,4,4,
2023-04-09 06:29:13,2023-04-09 06:29:21,4,119.148.98.22,3,6,0,2023-04-16 07:56:48,R_23kt0Ge0OkcuQ2G,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:58:51,2023-04-09 06:59:13,4,120.18.12.175,9,21,0,2023-04-16 07:56:48,R_26pVQv6eLiitSrI,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 07:04:02,2023-04-09 07:06:38,4,103.252.202.163,38,155,0,2023-04-16 07:56:48,R_2sZl1V6YWh868qG,,,,,,,anonymous,EN,3,1,3,3,4,2,2,2,4,3,1,"1,3,4,11",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:14:10,2023-04-09 06:14:24,4,101.113.147.64,3,13,0,2023-04-16 07:56:48,R_3QbKMlm2meHCQho,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:10:49,2023-04-09 06:11:07,4,101.184.42.72,3,17,0,2023-04-16 07:56:48,R_6YDqpt8a0yb6JhQ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:43:17,2023-04-09 05:43:24,4,119.18.1.6,3,5,0,2023-04-16 07:56:48,R_8e2pCNu7EkK5rO6,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:38:31,2023-04-09 05:40:12,4,120.18.210.24,32,100,0,2023-04-16 07:56:48,R_b1oty6BRfkzatxQ,,,,,,,anonymous,EN,3,2,4,1,5,1,1,1,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15 22:42:47,2023-04-15 22:44:00,4,103.120.10.196,100,72,1,2023-04-16 07:56:48,R_bxfQ6KIwC4WfWKi,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,3,4,2,2,2,1,4,3,1,1,"1,2",2,7,1,4,,,1,4,2,8,,,1,4,2,7,,,1,4,2,7,,,1,3,2,7,,,,,1,4,2,7,,,,
2023-04-09 06:13:01,2023-04-09 06:14:42,4,170.178.185.50,26,101,0,2023-04-16 07:56:48,R_cNPWEofPt7i7c5o,,,,,,,anonymous,EN,3,2,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:23:24,2023-04-09 06:23:56,4,220.245.63.242,3,31,0,2023-04-16 07:56:48,R_d1feNDSQETKAt3U,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:04:52,2023-04-09 06:06:36,4,120.17.44.149,3,103,0,2023-04-16 07:56:48,R_eEwWdoLFnzKKsv4,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:02:02,2023-04-09 06:03:10,4,120.18.105.202,100,67,1,2023-04-16 08:08:29,R_0pMSe0qiZ1kfusu,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,3,1,2,4,3,"1,2,3,4",2,"1,2,3",1,6,3,9,3,9,3,9,3,9,3,9,2,8,3,9,3,10,1,6,3,9,3,9,1,6,2,8,3,9,1,6,2,7,3,9,3,4,5,
2023-04-12 21:41:01,2023-04-12 21:41:47,4,104.28.125.4,100,45,1,2023-04-16 08:08:29,R_1Y5BEin2z9FgDFc,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,2,2,2,3,1,3,2,4,2,2,2,2,8,,,,,,,2,8,,,,,1,3,,,,,2,8,,,,,1,5,,,,,,,1,6,,,,
2023-04-09 06:04:26,2023-04-09 06:05:20,4,120.18.105.202,100,54,1,2023-04-16 08:08:29,R_2ocmrQltiZy3C9o,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,3,1,1,2,4,3,"3,4",3,"1,3",,,1,5,1,6,1,6,,,1,6,2,7,,,2,8,1,6,,,2,8,2,7,,,2,8,2,7,2,8,,,3,4,4,
2023-04-09 10:24:16,2023-04-09 18:13:14,4,43.252.113.66,100,28137,1,2023-04-16 08:08:29,R_3e2UymOiYYUAMvA,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,2,3,4,2,3,1,"1,11",1,"1,2",2,7,1,5,,,1,5,2,8,,,2,7,2,7,,,2,7,2,7,,,1,6,2,7,,,,,1,6,2,8,,,,
2023-04-02 08:17:36,2023-04-02 08:17:44,4,49.186.212.90,3,8,0,2023-04-16 08:08:29,R_3gDnA5oDvUFUgZM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 08:57:43,2023-04-02 08:58:11,4,103.120.10.196,3,27,0,2023-04-16 08:08:29,R_5tDrA0gXgkpS9pQ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 08:02:06,2023-04-02 08:04:14,4,139.5.108.180,3,128,0,2023-04-16 08:08:29,R_6QLP0TMeJRwv5Y2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:02:28,2023-04-09 06:03:30,4,120.18.157.86,100,61,1,2023-04-16 08:08:29,R_6SChpWBtdbgiHIy,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,2,2,3,2,4,1,2,2,2,1,6,,,,,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 06:03:27,2023-04-09 06:04:49,4,120.17.44.149,100,82,1,2023-04-16 08:08:29,R_71nixVQ5KVBQ4rs,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,4,2,1,3,4,"1,2,3",3,"1,2",1,3,1,5,,,1,3,1,5,,,1,3,2,7,,,2,8,2,8,,,3,10,2,8,,,,,3,10,3,10,5,5,5,
2023-04-09 05:48:39,2023-04-09 05:49:32,4,120.18.105.202,100,53,1,2023-04-16 08:08:29,R_73ddpMgCYcFLX38,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,1,1,2,1,3,4,1,1,1,,,1,2,,,1,3,,,,,1,4,,,,,1,4,,,,,1,5,,,,,,,1,4,,,,,,
2023-04-09 05:53:41,2023-04-09 05:54:35,4,120.18.157.86,100,54,1,2023-04-16 08:08:29,R_7ZKQBtuOE70tmYK,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,1,5,2,4,1,3,1,1,2,2,7,,,,,,,1,6,,,,,2,7,,,,,1,5,,,,,1,5,,,,,,,1,4,,,,
2023-04-10 04:35:50,2023-04-10 04:37:10,4,124.170.179.144,100,79,1,2023-04-16 08:08:29,R_9T9empEGPyrvweG,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,3,1,4,2,3,1,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 05:45:33,2023-04-09 05:46:08,4,120.18.157.86,100,34,1,2023-04-16 08:08:29,R_cYoNOoYeAwiQ0US,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,2,1,2,3,2,1,4,2,1,1,,,1,3,,,1,4,,,,,1,4,,,,,1,4,,,,,1,3,,,,,,,1,5,,,,,,
2023-04-09 05:41:58,2023-04-09 05:43:03,4,120.18.157.86,100,65,1,2023-04-16 08:08:29,R_ctEoGPBgbUylNye,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,3,2,1,3,4,2,2,2,1,5,,,,,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 05:59:15,2023-04-09 06:01:39,4,120.18.157.86,100,143,1,2023-04-16 08:08:29,R_eFLocb3VENpMf6C,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,1,2,1,3,4,"1,2",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,6,,,,,,
2023-04-09 09:54:09,2023-04-09 09:55:41,4,43.252.112.166,100,92,1,2023-04-16 08:08:29,R_erEO5O8zU09N4zQ,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,3,2,3,1,4,1,1,"1,2",3,9,2,7,,,2,7,2,7,,,3,9,1,6,,,2,7,2,8,,,1,3,2,8,,,,,1,5,2,8,,,,
2023-04-09 05:46:54,2023-04-09 05:47:32,4,120.18.105.202,100,37,1,2023-04-16 08:08:29,R_0Ak2s78GWZNl5ZA,,,,,-33.8715,151.2006,anonymous,EN,,2,2,1,1,1,1,3,1,2,4,2,1,2,2,7,,,,,,,2,7,,,,,1,6,,,,,2,7,,,,,2,8,,,,,,,2,7,,,,
2023-04-09 05:49:44,2023-04-09 05:51:03,4,120.18.105.202,100,79,1,2023-04-16 08:08:29,R_0MrX68QxSpe6z4O,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,2,6,2,1,3,4,2,2,2,2,7,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-09 06:06:00,2023-04-09 06:07:17,4,120.18.24.197,100,77,1,2023-04-16 08:08:29,R_1Mrrd1gPqClarQ2,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,1,3,2,1,3,4,"1,2",3,"1,2",1,5,1,6,,,1,6,2,7,,,1,6,2,8,,,1,6,2,7,,,1,6,1,6,,,,,1,6,1,6,,,,
2023-04-09 05:41:24,2023-04-09 05:42:47,4,120.18.105.202,100,82,1,2023-04-16 08:08:29,R_38eUexkR80bucMS,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,5,1,2,3,4,3,1,"1,2,3",3,10,1,4,2,8,1,3,3,9,1,5,1,4,2,8,2,7,1,5,2,7,1,6,1,4,1,5,2,8,2,8,2,8,2,7,2,4,4,
